2000, 2000
724, 1047, 16
1563, 1486, 26
676, 173, 13
676, 928, 12
713, 1865, 27
454, 2, 30
1643, 1003, 14
903, 504, 19
1077, 1366, 13
868, 1691, 29
455, 2000, 30
687, 1609, 17
708, 224, 16
1191, 830, 18
496, 759, 14
1361, 557, 27
188, 103, 25
297, 1227, 18
636, 782, 25
1412, 666, 30
455, 1999, 30
301, 622, 28
38, 1581, 20
1491, 1098, 21
737, 1143, 13
1015, 813, 28
1767, 390, 25
947, 1392, 29
455, 2, 30
1083, 1842, 29
1433, 479, 13
1514, 863, 13
963, 639, 26
753, 199, 28
954, 531, 19
456, 2000, 30
758, 942, 20
1124, 878, 19
1748, 1945, 17
1357, 135, 28
1569, 1307, 12
610, 1052, 18
1276, 1872, 11
1014, 864, 12
275, 1843, 23
1271, 1270, 23
456, 1999, 30
541, 1424, 16
1130, 1849, 29
711, 849, 21
573, 330, 11
530, 577, 18
977, 145, 24
784, 617, 11
1407, 127, 24
456, 2, 30
1618, 847, 23
21, 429, 11
1594, 1872, 16
794, 27, 14
755, 1443, 20
983, 532, 19
204, 977, 30
60, 1977, 28
8, 4, 29
457, 2000, 30
942, 402, 27
1425, 772, 16
1377, 1245, 13
1298, 435, 14
1773, 1633, 10
1675, 1682, 23
419, 493, 30
1370, 1605, 22
1767, 1860, 24
546, 1966, 15
457, 1999, 30
1810, 675, 23
574, 1060, 22
793, 1122, 23
1791, 1278, 10
457, 2, 30
774, 1099, 12
794, 1224, 14
1421, 1880, 10
1036, 1082, 17
347, 1524, 19
903, 992, 20
1637, 1335, 30
458, 2000, 30
232, 1402, 19
1256, 559, 10
1798, 452, 28
1079, 7, 10
816, 1934, 17
1298, 357, 16
1368, 1125, 25
458, 1999, 30
244, 1041, 13
508, 1431, 20
740, 1236, 14
39, 624, 23
458, 2, 30
1527, 496, 10
1396, 1255, 18
1806, 1737, 21
948, 272, 11
1208, 1143, 23
472, 1618, 11
677, 1949, 29
1382, 227, 18
738, 1975, 20
459, 2000, 30
1493, 348, 12
774, 1817, 12
1189, 1497, 21
1664, 197, 29
459, 1999, 30
805, 1249, 22
242, 1710, 21
1307, 6, 27
1189, 1484, 15
910, 1416, 18
634, 1448, 25
267, 618, 28
340, 1145, 28
459, 2, 30
361, 1482, 29
979, 847, 10
332, 123, 24
1956, 1175, 11
1474, 1515, 19
1883, 273, 17
41, 201, 27
1072, 454, 23
607, 486, 22
460, 2000, 30
898, 149, 30
1931, 569, 25
1524, 1417, 13
1765, 1498, 13
462, 1104, 24
1736, 931, 22
937, 852, 18
1289, 1855, 26
460, 1999, 30
1350, 329, 15
501, 1055, 15
1293, 268, 26
1187, 1574, 26
40, 1698, 29
464, 1196, 26
272, 1653, 14
1617, 878, 24
251, 888, 30
460, 2, 30
1045, 536, 23
1249, 1789, 14
413, 1658, 15
1162, 627, 28
1225, 813, 29
674, 724, 30
461, 2000, 30
469, 1938, 12
1406, 209, 26
922, 75, 19
461, 1999, 30
1618, 195, 18
923, 494, 16
1884, 1079, 17
167, 1416, 18
461, 2, 30
1846, 254, 24
644, 1446, 20
1006, 1943, 26
1994, 1150, 21
1571, 1633, 29
1274, 1393, 21
1676, 902, 11
1474, 1498, 28
462, 2000, 30
742, 130, 12
1629, 964, 18
1908, 622, 30
383, 574, 17
133, 1508, 16
707, 241, 19
472, 1837, 24
462, 1999, 30
1179, 289, 20
732, 1708, 30
12, 1435, 17
348, 1283, 18
1353, 1669, 22
1350, 404, 29
1225, 1993, 21
462, 2, 30
226, 2, 14
294, 1842, 20
848, 703, 17
463, 2000, 30
1622, 1666, 17
513, 916, 17
184, 1385, 12
1175, 1436, 16
1478, 755, 16
1341, 1785, 24
1214, 362, 10
1459, 1019, 14
1348, 786, 20
1905, 112, 17
463, 1999, 30
1194, 857, 15
1593, 162, 30
158, 1055, 17
669, 512, 26
997, 242, 24
1109, 807, 20
1761, 1271, 28
463, 2, 30
663, 784, 12
1898, 1658, 29
1143, 1697, 29
464, 2000, 30
1498, 1080, 22
1521, 483, 14
1649, 1236, 23
468, 498, 10
1939, 71, 16
1445, 1055, 28
1036, 1075, 12
961, 394, 21
205, 1885, 21
464, 1999, 30
192, 419, 29
1943, 467, 21
536, 659, 26
956, 118, 27
464, 2, 30
1500, 1943, 30
585, 1312, 12
824, 433, 30
867, 1612, 11
714, 813, 17
1397, 925, 23
552, 903, 24
465, 2000, 30
939, 1381, 10
238, 1039, 29
214, 1017, 24
672, 1379, 24
979, 1768, 26
1087, 588, 11
1170, 382, 26
465, 1999, 30
268, 101, 16
114, 85, 18
1405, 584, 16
489, 1598, 24
629, 1084, 17
1171, 637, 27
1813, 1897, 20
1074, 875, 14
1343, 8, 21
549, 1300, 23
465, 2, 30
999, 175, 28
848, 1958, 10
587, 404, 19
235, 439, 21
488, 490, 24
433, 1696, 29
705, 1040, 17
1461, 1983, 26
466, 2000, 30
908, 281, 24
366, 390, 17
859, 1407, 16
1086, 211, 25
1933, 1755, 24
1366, 86, 18
466, 1999, 30
233, 339, 17
1024, 613, 13
1787, 133, 17
1032, 766, 23
235, 1943, 28
998, 253, 23
115, 565, 16
466, 2, 30
1360, 466, 15
457, 597, 14
492, 464, 20
778, 1746, 22
1461, 479, 19
1814, 1261, 23
1052, 1384, 30
35, 1705, 16
779, 1232, 26
467, 2000, 30
1681, 1913, 30
551, 1443, 25
1160, 1731, 29
1870, 1359, 10
1918, 1566, 13
721, 1683, 30
1258, 1636, 21
1972, 1600, 22
879, 1775, 19
45, 1594, 15
467, 1999, 30
102, 1593, 18
150, 1429, 10
34, 757, 17
467, 2, 30
532, 1070, 25
1396, 318, 19
730, 1049, 26
1059, 1061, 30
1819, 1624, 26
1163, 583, 21
701, 303, 14
883, 1575, 24
774, 635, 10
1191, 1683, 13
468, 2000, 30
1324, 570, 24
1391, 1641, 28
5, 954, 24
1041, 62, 25
406, 1008, 23
1240, 1972, 22
385, 1398, 28
1906, 1392, 18
468, 1999, 30
262, 765, 13
1686, 847, 11
1767, 350, 12
462, 1728, 11
1848, 1062, 15
1641, 1600, 25
468, 2, 30
80, 1175, 24
1067, 1546, 10
352, 1944, 24
879, 1467, 24
1729, 667, 19
57, 1008, 25
1913, 204, 26
1358, 968, 21
499, 830, 13
1598, 303, 16
469, 2000, 30
967, 1535, 10
1215, 92, 18
994, 1687, 21
1297, 602, 18
1483, 1285, 29
1969, 1255, 23
1285, 226, 27
469, 1999, 30
799, 1312, 18
574, 1170, 24
1050, 1515, 13
469, 2, 30
1749, 952, 15
1250, 342, 14
445, 792, 17
622, 1713, 12
1360, 1594, 24
915, 1757, 13
470, 2000, 30
605, 647, 26
509, 1115, 23
60, 84, 18
1552, 140, 15
251, 45, 27
470, 1999, 30
1513, 1120, 16
728, 1094, 17
1330, 1217, 18
1915, 1408, 22
1090, 355, 12
378, 401, 26
715, 1227, 24
884, 67, 14
470, 2, 30
513, 1822, 15
1130, 1741, 27
27, 358, 19
212, 387, 25
997, 1939, 25
1297, 1693, 25
1036, 1938, 28
490, 297, 27
1658, 485, 30
1874, 594, 25
471, 2000, 30
1875, 1575, 29
62, 552, 10
485, 304, 30
1460, 929, 25
390, 1620, 14
1751, 1937, 28
1365, 645, 30
1524, 1105, 28
549, 360, 13
471, 1999, 30
654, 815, 15
299, 938, 17
40, 1204, 24
1931, 5, 17
1104, 1251, 18
471, 2, 30
694, 260, 28
993, 1378, 23
1007, 1939, 21
419, 228, 14
1838, 1675, 10
1022, 1192, 30
1596, 1744, 15
472, 2000, 30
1357, 1369, 25
132, 1690, 17
1587, 1011, 21
472, 1999, 30
984, 1697, 12
1355, 752, 23
494, 1821, 13
472, 2, 30
158, 444, 25
598, 1975, 25
1696, 775, 15
549, 197, 25
1566, 1927, 25
1567, 229, 26
473, 2000, 30
1453, 1865, 20
1217, 111, 29
354, 818, 25
1284, 1279, 29
1565, 1201, 10
1933, 1678, 28
820, 1680, 21
584, 52, 13
473, 1999, 30
652, 1721, 13
1784, 972, 29
888, 1237, 18
473, 2, 30
125, 1413, 15
582, 1983, 24
1107, 637, 24
977, 1320, 22
1815, 1452, 28
898, 1373, 22
416, 1517, 11
1687, 1645, 10
563, 306, 14
474, 2000, 30
1752, 41, 24
533, 707, 19
1126, 559, 25
1568, 55, 21
474, 1999, 30
1920, 315, 14
95, 1172, 20
103, 1027, 19
643, 533, 21
601, 1091, 26
1288, 753, 15
1721, 963, 23
853, 881, 15
1470, 1588, 18
474, 2, 30
1892, 173, 26
1036, 42, 18
910, 318, 11
1671, 1734, 28
1263, 1935, 11
1717, 392, 28
767, 1459, 22
214, 1215, 11
63, 1454, 13
1799, 1233, 18
475, 2000, 30
565, 1132, 14
517, 1487, 30
340, 471, 21
974, 1921, 28
1676, 690, 16
1628, 1329, 10
762, 1339, 21
475, 1999, 30
1920, 1749, 15
372, 1107, 10
186, 1198, 30
1946, 1028, 22
1536, 910, 14
659, 1912, 19
1663, 1880, 19
456, 503, 15
1674, 1687, 15
1835, 449, 16
475, 2, 30
1302, 555, 16
745, 1044, 18
1686, 1046, 24
536, 1420, 26
616, 1462, 14
984, 442, 16
334, 1489, 15
1665, 968, 11
476, 2000, 30
513, 808, 25
1060, 1959, 28
719, 1186, 30
1447, 877, 28
923, 1883, 22
898, 902, 23
476, 1999, 30
782, 332, 25
810, 1669, 16
1151, 1080, 19
476, 2, 30
661, 1979, 24
163, 251, 13
1889, 570, 21
477, 2000, 30
624, 1387, 17
1485, 543, 12
1659, 727, 10
1678, 1135, 21
1688, 187, 23
477, 1999, 30
1315, 1746, 26
164, 1737, 23
355, 750, 11
1373, 58, 28
544, 1467, 28
1671, 1359, 21
144, 1799, 24
1401, 5, 15
910, 304, 28
477, 2, 30
1952, 1259, 11
906, 212, 28
1419, 1378, 23
478, 2000, 30
1134, 25, 18
1253, 1546, 16
148, 679, 15
860, 1387, 14
1714, 115, 25
709, 1952, 23
478, 1999, 30
1319, 855, 14
789, 1082, 25
693, 260, 13
698, 172, 15
478, 2, 30
1418, 1890, 22
214, 861, 13
469, 1062, 26
332, 924, 19
1091, 27, 30
1239, 1471, 12
1331, 1251, 26
479, 2000, 30
662, 175, 22
1827, 900, 21
1453, 1194, 16
479, 1999, 30
1244, 1791, 24
636, 1754, 10
1230, 919, 27
479, 2, 30
1206, 83, 13
1442, 1196, 19
416, 205, 19
185, 1720, 14
877, 1060, 16
1919, 13, 17
1371, 1848, 11
459, 1678, 18
1609, 610, 30
480, 2000, 30
977, 4, 28
1273, 242, 24
1486, 1459, 27
33, 1754, 10
457, 1600, 13
996, 147, 24
346, 1223, 20
1193, 1406, 18
679, 1060, 16
480, 1999, 30
1983, 1397, 17
741, 1275, 25
1028, 1478, 10
132, 1450, 22
291, 1129, 20
480, 2, 30
332, 1498, 12
460, 1525, 21
1506, 611, 21
218, 1173, 27
824, 288, 18
1379, 466, 11
909, 1038, 10
112, 567, 28
1256, 1004, 28
481, 2000, 30
1461, 152, 14
848, 765, 25
255, 1852, 14
1446, 586, 30
1046, 385, 28
481, 1999, 30
1393, 1420, 26
751, 1512, 14
682, 1219, 21
328, 147, 26
909, 1292, 26
481, 2, 30
1448, 1998, 19
832, 495, 23
416, 1618, 12
414, 583, 26
348, 1226, 23
1638, 1769, 29
1087, 1756, 10
1465, 1765, 19
482, 2000, 30
1695, 1574, 16
1460, 130, 12
945, 855, 18
613, 1508, 21
482, 1999, 30
1708, 349, 20
189, 323, 20
688, 309, 21
1637, 243, 15
860, 533, 12
846, 1252, 16
1012, 653, 19
762, 1887, 30
57, 822, 13
482, 2, 30
649, 1807, 18
570, 1517, 21
1827, 19, 20
1812, 1506, 14
483, 2000, 30
869, 1305, 10
77, 1427, 10
224, 1934, 15
554, 1969, 25
483, 1999, 30
1184, 932, 28
453, 802, 17
1382, 1446, 13
207, 876, 11
1243, 970, 24
483, 2, 30
1148, 700, 10
959, 616, 16
1879, 29, 14
1833, 85, 23
1484, 1170, 14
642, 234, 15
1030, 1450, 28
1920, 1363, 28
136, 890, 27
1437, 1515, 25
484, 2000, 30
785, 1327, 23
42, 1795, 19
995, 129, 11
1888, 1753, 10
166, 626, 26
791, 591, 20
1326, 1501, 14
484, 1999, 30
182, 1022, 30
357, 1483, 27
23, 1807, 25
484, 2, 30
764, 1292, 30
825, 767, 22
448, 989, 28
485, 2000, 30
1585, 384, 21
1703, 1927, 18
978, 334, 18
1599, 1056, 19
788, 1698, 14
1469, 1848, 26
485, 1999, 30
1515, 1395, 17
924, 749, 20
1038, 74, 22
756, 1528, 13
485, 2, 30
1151, 1570, 16
197, 440, 19
827, 1070, 16
1501, 513, 21
1696, 320, 15
486, 2000, 30
190, 62, 13
466, 1682, 19
708, 1802, 24
248, 1179, 23
1850, 1845, 25
16, 1411, 24
1863, 1012, 16
222, 16, 15
486, 1999, 30
1771, 738, 16
312, 140, 12
631, 1697, 16
885, 1945, 15
1608, 161, 23
400, 599, 24
1932, 794, 29
204, 796, 13
732, 949, 26
486, 2, 30
1664, 1809, 17
194, 751, 19
1602, 1833, 28
320, 1169, 30
487, 2000, 30
1869, 1224, 22
959, 1582, 16
328, 9, 22
1221, 1062, 10
894, 154, 16
1220, 204, 11
544, 468, 27
692, 68, 17
1615, 131, 13
487, 1999, 30
1147, 1809, 22
107, 993, 28
1904, 1783, 25
487, 2, 30
562, 691, 11
818, 418, 14
898, 365, 13
100, 456, 29
1162, 1840, 22
1355, 1342, 25
150, 745, 18
1450, 1608, 28
114, 1726, 17
965, 731, 21
488, 2000, 30
1188, 1388, 19
1166, 1092, 16
869, 201, 15
1844, 436, 20
913, 1680, 11
442, 1183, 30
488, 1999, 30
1937, 808, 28
743, 862, 30
1636, 422, 16
687, 468, 30
786, 1989, 26
1399, 766, 30
1740, 1342, 15
492, 251, 24
488, 2, 30
394, 1203, 17
75, 1682, 27
240, 1654, 18
1728, 132, 23
611, 1371, 18
557, 1780, 14
1356, 1265, 26
965, 1030, 30
415, 1715, 12
376, 1338, 21
489, 2000, 30
1268, 417, 11
729, 1972, 16
878, 608, 25
217, 772, 10
297, 1894, 30
1000, 244, 19
1253, 738, 13
1630, 1230, 11
1209, 1498, 22
712, 1378, 28
489, 1999, 30
513, 771, 28
775, 677, 13
1035, 184, 11
489, 2, 30
746, 248, 20
627, 1229, 14
201, 172, 10
461, 1852, 26
490, 2000, 30
871, 749, 16
776, 798, 17
681, 1935, 15
1669, 635, 20
1246, 1256, 27
490, 1999, 30
607, 1638, 12
1245, 432, 17
167, 659, 19
1831, 1975, 15
209, 1286, 26
490, 2, 30
126, 366, 10
1461, 654, 20
1086, 1641, 19
1388, 689, 19
227, 211, 17
1334, 1502, 29
485, 1482, 23
491, 2000, 30
1412, 239, 20
1426, 435, 28
906, 1615, 24
202, 1124, 24
1255, 1124, 13
489, 1374, 15
938, 564, 29
185, 1939, 15
101, 1530, 30
752, 1283, 29
491, 1999, 30
880, 1341, 18
1568, 1046, 12
1806, 1950, 29
41, 41, 14
715, 1408, 16
617, 217, 27
1855, 1658, 15
1701, 1073, 17
1025, 138, 12
849, 1969, 12
491, 2, 30
896, 1568, 17
1928, 1166, 11
1747, 1029, 30
160, 649, 26
1179, 1074, 12
850, 1856, 26
1264, 551, 15
1128, 981, 20
40, 1843, 22
258, 302, 21
492, 2000, 30
1501, 793, 13
132, 1371, 12
1837, 140, 12
732, 1344, 18
25, 518, 16
1208, 1389, 29
406, 1104, 28
428, 1014, 13
283, 1243, 19
557, 220, 23
492, 1999, 30
488, 379, 27
1512, 1169, 24
424, 1519, 20
373, 483, 19
453, 1742, 14
540, 1340, 30
513, 617, 12
460, 426, 19
492, 2, 30
1200, 135, 11
1036, 1711, 27
616, 1616, 13
1452, 312, 24
257, 464, 14
1484, 484, 28
410, 1682, 16
493, 2000, 30
217, 939, 14
198, 1569, 21
1562, 136, 27
460, 1270, 27
1101, 1535, 22
181, 109, 18
547, 553, 10
493, 1999, 30
507, 1599, 16
1555, 1340, 18
1537, 559, 12
704, 1418, 17
493, 2, 30
1249, 873, 25
848, 21, 28
111, 1532, 27
698, 1469, 12
224, 1412, 26
699, 1569, 20
1404, 132, 29
494, 2000, 30
736, 403, 10
433, 1340, 27
1210, 1115, 24
918, 479, 28
494, 1999, 30
1779, 935, 20
205, 1475, 29
1287, 553, 27
134, 358, 22
1986, 1025, 13
494, 2, 30
125, 302, 16
1201, 76, 23
1514, 135, 22
1742, 1795, 27
242, 1615, 29
1630, 1345, 14
902, 1903, 25
473, 1418, 18
495, 2000, 30
1517, 958, 17
228, 591, 13
1747, 1513, 28
1875, 1623, 10
495, 1999, 30
213, 1704, 12
1899, 1124, 17
618, 329, 29
495, 2, 30
1574, 584, 21
1960, 1608, 28
1874, 1765, 21
695, 1911, 14
737, 1770, 16
1321, 924, 20
1103, 1853, 27
496, 2000, 30
1539, 383, 13
1044, 1056, 14
1881, 1692, 15
1449, 1259, 16
657, 1852, 28
1586, 1480, 26
496, 1999, 30
581, 1360, 22
1590, 783, 29
1380, 1686, 21
496, 2, 30
556, 1147, 15
1180, 21, 21
1002, 1699, 24
783, 1916, 12
746, 158, 13
497, 2000, 30
1917, 1005, 20
696, 1915, 10
588, 1965, 20
497, 1999, 30
928, 1494, 25
896, 241, 19
469, 544, 16
1259, 1688, 30
497, 2, 30
345, 589, 12
297, 31, 28
1697, 1020, 23
1735, 470, 16
1892, 1123, 25
1191, 649, 16
498, 2000, 30
1234, 593, 11
733, 109, 30
227, 1823, 13
169, 1267, 22
1097, 790, 11
498, 1999, 30
1596, 1028, 18
1059, 1916, 15
1114, 1686, 29
492, 1830, 22
498, 2, 30
798, 909, 20
1783, 948, 12
241, 353, 22
576, 1007, 20
933, 1610, 23
395, 1157, 20
1443, 420, 20
1639, 720, 24
455, 1346, 17
1263, 1188, 21
499, 2000, 30
1066, 993, 22
693, 737, 26
674, 989, 24
29, 121, 24
491, 1140, 16
1073, 1331, 15
890, 1376, 17
1103, 1624, 16
1477, 916, 12
499, 1999, 30
1702, 1711, 25
1874, 922, 25
1087, 99, 17
499, 2, 30
705, 204, 22
699, 4, 30
1604, 880, 18
94, 1492, 25
582, 811, 21
416, 1313, 15
356, 404, 11
1988, 1470, 13
936, 1901, 22
500, 2000, 30
1216, 929, 26
451, 693, 15
291, 965, 16
218, 1079, 29
272, 1035, 29
1721, 255, 10
958, 1787, 18
1995, 1912, 22
500, 1999, 30
1441, 745, 25
1135, 1150, 21
299, 515, 22
1625, 584, 23
1213, 765, 18
1485, 1789, 24
595, 271, 13
637, 885, 13
555, 1295, 11
1793, 803, 21
500, 2, 30
817, 1954, 24
1258, 517, 18
1325, 573, 15
680, 1736, 15
1725, 1960, 23
171, 391, 20
990, 662, 15
501, 2000, 30
1957, 303, 16
1313, 1606, 14
1069, 404, 10
401, 174, 14
569, 935, 25
1080, 1241, 15
1783, 40, 29
1813, 1698, 30
1653, 1671, 13
802, 322, 10
501, 1999, 30
1846, 26, 17
1528, 824, 15
861, 1173, 12
477, 446, 28
501, 2, 30
350, 1169, 24
1706, 1871, 16
208, 689, 17
1413, 1245, 17
450, 414, 23
570, 1931, 16
1947, 1770, 29
502, 2000, 30
1402, 1151, 27
441, 888, 26
1573, 850, 19
1417, 1475, 24
944, 1012, 22
1012, 1111, 10
502, 1999, 30
994, 464, 21
1839, 1790, 15
219, 1362, 26
1517, 1542, 20
646, 1106, 11
1925, 876, 22
723, 1746, 11
1407, 325, 29
205, 373, 16
502, 2, 30
1882, 1488, 22
298, 428, 15
775, 1203, 23
517, 1447, 13
703, 873, 12
1374, 251, 17
1991, 1782, 11
1559, 1511, 25
880, 1620, 29
1010, 821, 30
503, 2000, 30
1428, 1914, 23
1364, 950, 10
1357, 1534, 12
756, 1409, 30
503, 1999, 30
954, 1522, 17
142, 497, 26
6, 1628, 16
235, 1848, 11
964, 1445, 14
1259, 1074, 11
503, 2, 30
1906, 1828, 24
726, 1666, 27
318, 1358, 30
504, 2000, 30
17, 1619, 22
755, 662, 29
686, 173, 14
504, 1999, 30
351, 60, 25
1932, 114, 17
621, 1597, 24
1316, 1703, 10
504, 2, 30
1794, 1064, 21
686, 837, 21
1290, 629, 23
1888, 1873, 26
141, 624, 28
409, 392, 26
406, 666, 17
964, 1857, 30
1752, 275, 27
1680, 9, 29
505, 2000, 30
954, 85, 26
685, 1611, 30
1253, 1152, 14
374, 1149, 13
1902, 1807, 28
1119, 1768, 19
780, 1350, 14
375, 1618, 14
1585, 1810, 25
505, 1999, 30
1958, 1485, 30
1323, 1438, 16
1448, 37, 30
1563, 361, 21
505, 2, 30
974, 1628, 10
487, 543, 15
839, 1761, 13
580, 1647, 25
1150, 1338, 22
1355, 1146, 10
706, 1000, 16
506, 2000, 30
1899, 1411, 24
1682, 1105, 28
312, 751, 10
985, 695, 10
506, 1999, 30
514, 880, 20
592, 527, 12
686, 1540, 28
948, 1399, 23
113, 598, 25
506, 2, 30
1128, 1321, 13
1571, 1349, 23
1778, 1710, 20
1277, 651, 19
195, 484, 11
361, 1390, 25
507, 2000, 30
860, 1107, 29
820, 1215, 19
500, 879, 15
987, 1744, 23
793, 1350, 21
868, 1831, 22
1179, 1040, 12
507, 1999, 30
1168, 295, 14
1382, 1275, 21
1207, 498, 30
974, 1752, 16
686, 1006, 28
563, 1093, 14
709, 989, 19
662, 1891, 28
507, 2, 30
250, 225, 17
589, 1470, 18
1834, 363, 28
1530, 1451, 19
508, 2000, 30
1007, 177, 13
268, 1461, 12
920, 686, 12
508, 1999, 30
1791, 683, 15
1768, 1483, 18
806, 1327, 18
1000, 1770, 20
553, 401, 25
424, 1617, 19
700, 492, 16
1589, 72, 14
620, 1396, 30
1289, 397, 17
508, 2, 30
454, 1475, 27
169, 1337, 21
1377, 141, 10
509, 2000, 30
517, 1681, 12
354, 1029, 14
573, 1535, 26
975, 180, 19
509, 1999, 30
1875, 1828, 17
330, 1634, 20
686, 1470, 20
1526, 1539, 13
980, 1842, 12
1549, 348, 23
601, 960, 15
1013, 1588, 10
37, 970, 22
509, 2, 30
1973, 1623, 13
962, 1425, 18
405, 1147, 23
510, 2000, 30
769, 151, 20
21, 1792, 29
1754, 1735, 27
467, 1999, 15
111, 1348, 24
521, 75, 15
209, 370, 30
414, 440, 22
1815, 1423, 12
510, 1999, 30
1131, 620, 14
1813, 1981, 15
1528, 239, 11
510, 2, 30
408, 258, 27
711, 741, 21
1977, 1640, 17
1023, 482, 16
1513, 1117, 11
795, 1539, 25
511, 2000, 30
578, 1270, 21
611, 1639, 10
1335, 1620, 16
1026, 499, 23
1971, 1684, 20
1046, 579, 21
1944, 1804, 16
1554, 1285, 28
511, 1999, 30
1795, 1811, 14
1171, 43, 26
1193, 1393, 24
1794, 663, 13
511, 2, 30
69, 1102, 29
1856, 858, 10
1407, 575, 11
1713, 166, 22
1415, 1430, 30
1248, 470, 11
1907, 50, 22
74, 130, 24
787, 183, 22
240, 1977, 16
512, 2000, 30
1169, 520, 10
877, 856, 14
579, 50, 23
690, 1425, 29
1908, 690, 17
870, 1867, 21
803, 421, 15
829, 227, 14
316, 146, 20
114, 1687, 12
512, 1999, 30
1684, 479, 26
980, 583, 19
1226, 841, 10
747, 966, 26
936, 1709, 11
176, 1305, 29
1815, 1693, 27
8, 158, 26
512, 2, 30
474, 242, 13
1939, 6, 14
909, 584, 22
976, 731, 22
1021, 1851, 28
1916, 334, 15
513, 2000, 30
1354, 355, 28
1868, 167, 22
266, 10, 30
513, 1999, 30
1478, 1134, 11
859, 777, 18
1083, 490, 22
125, 102, 21
791, 1676, 15
513, 2, 30
1886, 867, 27
362, 1089, 29
304, 1527, 27
222, 427, 27
589, 701, 29
173, 1538, 21
1788, 1102, 20
1392, 1988, 13
29, 287, 17
514, 2000, 30
1670, 1125, 14
1736, 774, 17
1841, 1189, 17
459, 122, 22
452, 1635, 13
514, 1999, 30
621, 1247, 27
1802, 1575, 25
921, 1646, 20
560, 1497, 22
514, 2, 30
708, 359, 28
1267, 89, 28
1289, 760, 25
212, 290, 14
981, 1179, 13
968, 614, 25
1254, 1513, 12
1539, 805, 16
745, 1859, 21
515, 2000, 30
1434, 1653, 25
1489, 331, 16
1503, 743, 27
397, 632, 28
1865, 1616, 23
157, 1815, 16
1806, 1424, 16
540, 574, 20
1061, 1476, 26
515, 1999, 30
647, 1830, 27
312, 318, 18
323, 1099, 22
692, 1631, 23
515, 2, 30
1348, 1577, 15
1499, 645, 10
301, 1641, 28
1664, 202, 19
177, 918, 12
698, 372, 29
516, 2000, 30
1750, 1529, 10
1002, 641, 14
1591, 1966, 19
1182, 1295, 16
516, 1999, 30
805, 1216, 18
1898, 266, 21
1956, 1244, 21
748, 156, 27
516, 2, 30
1699, 1509, 23
1109, 1821, 28
1672, 369, 15
1175, 789, 28
1004, 1326, 27
1170, 598, 11
759, 932, 17
517, 2000, 30
383, 1508, 10
1139, 307, 20
1011, 1633, 29
517, 1999, 30
1114, 1355, 27
1854, 1801, 13
213, 1066, 28
1262, 1531, 12
517, 2, 30
1337, 53, 30
1354, 1018, 12
1893, 1133, 28
496, 1158, 22
518, 2000, 30
890, 106, 19
1841, 463, 25
443, 968, 21
1061, 124, 25
1990, 1564, 12
816, 1900, 17
309, 563, 19
304, 447, 23
590, 1233, 29
1913, 313, 12
518, 1999, 30
864, 210, 12
899, 1739, 15
612, 1927, 22
518, 2, 30
1654, 1063, 11
493, 1283, 30
1270, 1870, 23
1503, 234, 29
1093, 1578, 24
798, 809, 21
435, 1638, 22
300, 900, 25
1399, 136, 16
1832, 1328, 27
519, 2000, 30
843, 38, 11
316, 959, 27
262, 1855, 19
526, 130, 26
1468, 900, 13
867, 1808, 11
1658, 73, 18
1021, 742, 27
1709, 806, 13
1734, 1696, 26
519, 1999, 30
970, 248, 28
803, 1780, 28
1055, 602, 15
1154, 198, 18
519, 2, 30
1525, 1280, 15
821, 487, 22
222, 1129, 28
27, 630, 28
30, 114, 13
584, 1417, 17
520, 2000, 30
1815, 875, 13
485, 1434, 10
1171, 1052, 12
971, 676, 30
681, 1863, 19
480, 1558, 12
336, 289, 27
1736, 1176, 24
1882, 1596, 17
1896, 1241, 12
520, 1999, 30
1378, 1866, 14
1178, 359, 13
1276, 365, 27
114, 1295, 10
1634, 920, 26
520, 2, 30
1483, 825, 22
1645, 1666, 19
810, 477, 21
724, 1244, 19
1253, 1460, 17
521, 2000, 30
1072, 734, 21
1244, 1117, 24
196, 1100, 23
1935, 1112, 24
518, 631, 15
521, 1999, 30
1194, 813, 14
1530, 1832, 10
1358, 218, 16
1743, 1973, 12
1879, 1540, 22
1562, 746, 22
639, 1891, 17
326, 971, 16
988, 1919, 26
39, 861, 22
521, 2, 30
1968, 1105, 29
1087, 1662, 30
1793, 1198, 22
536, 418, 22
1515, 1399, 17
1292, 1768, 21
763, 711, 27
1570, 1130, 14
750, 637, 15
1973, 818, 18
522, 2000, 30
1659, 1364, 13
300, 107, 15
1710, 1129, 14
1897, 1821, 23
1871, 451, 12
522, 1999, 30
1963, 897, 14
1942, 485, 30
1800, 419, 28
412, 1750, 22
545, 741, 10
1467, 1095, 19
829, 1411, 30
522, 2, 30
1514, 102, 21
1774, 1056, 25
895, 1844, 14
419, 446, 13
115, 326, 29
1066, 1328, 28
1224, 1778, 29
1556, 727, 14
724, 1531, 16
523, 2000, 30
941, 1880, 20
881, 48, 30
165, 504, 24
1483, 1045, 28
783, 690, 17
1592, 173, 10
523, 1999, 30
92, 188, 21
1787, 1197, 21
1057, 785, 29
276, 1895, 24
78, 1961, 23
855, 49, 22
196, 3, 21
708, 1317, 22
523, 2, 30
266, 726, 19
874, 1871, 30
1523, 1761, 22
1295, 32, 13
769, 649, 11
971, 803, 14
1861, 251, 16
826, 515, 22
524, 2000, 30
1260, 1651, 19
320, 1238, 11
1081, 349, 20
